2024-08-05 14:40:23+00,Androgeus,2,9,21.43,"LINESTRING(-12371.36 -5288.40,-12368.25 -5286.14)",4.00,1,"grind mob |cFFFFFF00|Hentry:2979:|h[Venture Co. Supervisor]|h|r","Traveling 4y for grinding money to grind mob |cFFFFFF00|Hentry:2979:|h[Venture Co. Supervisor]|h|r",grind
2024-08-05 14:40:25+00,Hydatiusa,6,3,28.81,"LINESTRING(-8683.86 -3854.11,-8963.10 -3357.59)",570.00,1,"|cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r","(Forced) Traveling 570y for getting mail to |cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r",mail
2024-08-05 14:40:27+00,Illaria,8,7,7.32,"LINESTRING(-9982.31 -4683.41,-9266.71 -3873.40)",1082.00,1,"grind mob |cFFFFFF00|Hentry:3101:|h[Vile Familiar]|h|r","Traveling 1082y for grinding money to grind mob |cFFFFFF00|Hentry:3101:|h[Vile Familiar]|h|r",grind
2024-08-05 14:40:28+00,Lutisse,3,3,17.44,"LINESTRING(-803.73 -8858.31,-562.10 -9821.08)",994.00,1,"grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r","Traveling 994y for grinding money to grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r",grind
2024-08-05 14:40:29+00,Elcmene,4,4,16.39,"LINESTRING(1300.81 -10513.10,1300.81 -10513.10)",0,1,"no destination","No where to travel. Idling a bit.",none
2024-08-05 14:40:29+00,Wintara,3,3,9.78,"LINESTRING(-9.41 -5996.83,-44.52 -6040.92)",57.00,1,"grind mob |cFFFFFF00|Hentry:1718:|h[Rockjaw Raider]|h|r","Traveling 57y for grinding money to grind mob |cFFFFFF00|Hentry:1718:|h[Rockjaw Raider]|h|r",grind
2024-08-05 14:40:29+00,Leovigild,5,9,21.03,"LINESTRING(-644.53 3042.27,-646.91 3043.63)",3.00,1,"grind mob |cFFFFFF00|Hentry:1658:|h[Captain Dargol]|h|r","Traveling 3y for grinding money to grind mob |cFFFFFF00|Hentry:1658:|h[Captain Dargol]|h|r",grind
2024-08-05 14:40:30+00,Aldiythad,2,3,30.18,"LINESTRING(-11073.92 -4121.80,-9655.41 -5323.48)",1862.00,1,"grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r","Traveling 1862y for grinding money to grind mob |cFFFFFF00|Hentry:6020:|h[Slimeshell Makrura]|h|r",grind
2024-08-05 14:40:31+00,Moldeb,8,1,29.46,"LINESTRING(275.30 -11452.10,12984.73 -8506.74)",2029.00,1,"grind mob |cFFFFFF00|Hentry:598:|h[Defias Miner]|h|r","Traveling 2029y for grinding money to grind mob |cFFFFFF00|Hentry:598:|h[Defias Miner]|h|r",grind
2024-08-05 14:40:31+00,Adelisac,4,3,26.08,"LINESTRING(3492.57 -4974.60,1261.52 -5037.07)",2241.00,1,"rpg npc |cFFFFFF00|Hentry:15103:|h[Stormpike Emissary]|h|r","(Forced) Traveling 2241y for rpg to rpg npc |cFFFFFF00|Hentry:15103:|h[Stormpike Emissary]|h|r",rpg
2024-08-05 14:40:32+00,Purnelleb,3,3,24.08,"LINESTRING(-824.43 -9004.98,-831.28 -9065.41)",61.00,1,"grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r","Traveling 61y for grinding money to grind mob |cFFFFFF00|Hentry:6492:|h[Rift Spawn]|h|r",grind
2024-08-05 14:40:32+00,Vanora,1,2,21.03,"LINESTRING(-774.72 -8948.29,-620.54 -8939.28)",155.00,1,"rpg npc |cFFFFFF00|Hentry:2457:|h[John Burnside]|h|r","(Forced) Traveling 155y for rpg to rpg npc |cFFFFFF00|Hentry:2457:|h[John Burnside]|h|r",rpg
2024-08-05 14:40:32+00,Actor,7,9,31.67,"LINESTRING(639.20 -5218.23,-678.10 -5159.92)",1320.00,1,"grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r","Traveling 1320y for grinding money to grind mob |cFFFFFF00|Hentry:6221:|h[Addled Leper]|h|r",grind
2024-08-05 14:40:33+00,Judbert,6,11,30.07,"LINESTRING(-10827.82 -6827.39,-11288.36 -7751.73)",1037.00,1,"grind mob |cFFFFFF00|Hentry:3378:|h[Bael'dun Officer]|h|r","Traveling 1037y for grinding money to grind mob |cFFFFFF00|Hentry:3378:|h[Bael'dun Officer]|h|r",grind
2024-08-05 14:40:33+00,Bernara,7,8,30.78,"LINESTRING(-12612.09 3745.77,-12560.53 3802.22)",77.00,1,"grind mob |cFFFFFF00|Hentry:2182:|h[Stormscale Sorceress]|h|r","Traveling 77y for grinding money to grind mob |cFFFFFF00|Hentry:2182:|h[Stormscale Sorceress]|h|r",grind
2024-08-05 14:40:34+00,Thiudimir,4,3,29.21,"LINESTRING(-13733.83 3104.17,-12848.70 3806.07)",1130.00,1,"grind mob |cFFFFFF00|Hentry:2182:|h[Stormscale Sorceress]|h|r","Traveling 1130y for grinding money to grind mob |cFFFFFF00|Hentry:2182:|h[Stormscale Sorceress]|h|r",grind
2024-08-05 14:40:34+00,Minicea,1,5,25.38,"LINESTRING(-585.57 -8818.94,-611.21 -8893.57)",79.00,1,"rpg npc |cFFFFFF00|Hentry:5193:|h[Rebecca Laughlin]|h|r","(Forced) Traveling 79y for rpg to rpg npc |cFFFFFF00|Hentry:5193:|h[Rebecca Laughlin]|h|r",rpg
2024-08-05 14:40:34+00,Esmonda,1,1,25.11,"LINESTRING(-13967.23 2722.48,-12976.75 3082.88)",1055.00,1,"grind mob |cFFFFFF00|Hentry:2339:|h[Twilight Thug]|h|r","Traveling 1055y for grinding money to grind mob |cFFFFFF00|Hentry:2339:|h[Twilight Thug]|h|r",grind
2024-08-05 14:40:35+00,Glykea,4,4,12.73,"LINESTRING(-15554.40 5873.90,-15897.40 6442.10)",664.00,1,"|cFFFFFF00|Hentry:188123:|h[Mailbox]|h|r","Traveling 664y for getting mail to |cFFFFFF00|Hentry:188123:|h[Mailbox]|h|r",mail
2024-08-05 14:40:35+00,Alcherb,1,2,20.65,"LINESTRING(-13601.44 3000.49,1272.53 -5038.58)",2519.00,1,"rpg npc |cFFFFFF00|Hentry:14982:|h[Lylandris]|h|r","(Forced) Traveling 2519y for rpg to rpg npc |cFFFFFF00|Hentry:14982:|h[Lylandris]|h|r",rpg
2024-08-05 14:40:35+00,Luneda,8,5,10.32,"LINESTRING(-9287.27 -2106.59,-9278.40 -2064.42)",43.00,1,"|cFFFFFF00|Hentry:173221:|h[Mailbox]|h|r","Traveling 43y for getting mail to |cFFFFFF00|Hentry:173221:|h[Mailbox]|h|r",mail
2024-08-05 14:40:36+00,Simmiasb,3,1,30.46,"LINESTRING(2249.34 -9176.17,2267.11 -9001.13)",180.00,1,"grind mob |cFFFFFF00|Hentry:430:|h[Redridge Mystic]|h|r","Traveling 180y for grinding money to grind mob |cFFFFFF00|Hentry:430:|h[Redridge Mystic]|h|r",grind
2024-08-05 14:40:36+00,Callianeiraa,2,7,21.31,"LINESTRING(-436.80 2825.50,-9278.40 -2064.42)",1187.00,1,"|cFFFFFF00|Hentry:173221:|h[Mailbox]|h|r","(Forced) Traveling 1187y for getting mail to |cFFFFFF00|Hentry:173221:|h[Mailbox]|h|r",mail
2024-08-05 14:40:36+00,Darklisb,4,11,30.53,"LINESTRING(-191.45 -10328.06,-164.21 -10335.20)",28.00,1,"grind mob |cFFFFFF00|Hentry:948:|h[Rotted One]|h|r","Traveling 28y for grinding money to grind mob |cFFFFFF00|Hentry:948:|h[Rotted One]|h|r",grind
2024-08-05 14:40:36+00,Hermangild,4,11,30.34,"LINESTRING(-15913.76 6306.23,-13815.86 891.66)",5944.00,1,"grind mob |cFFFFFF00|Hentry:2171:|h[Blackwood Shaman]|h|r","Traveling 5944y for grinding money to grind mob |cFFFFFF00|Hentry:2171:|h[Blackwood Shaman]|h|r",grind
2024-08-05 14:40:37+00,Sthenelusb,2,7,10.69,"LINESTRING(-8549.29 -3960.46,-8963.10 -3357.59)",731.00,1,"|cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r","Traveling 731y for getting mail to |cFFFFFF00|Hentry:143981:|h[Mailbox]|h|r",mail
2024-08-05 14:40:37+00,Karin,1,1,14.37,"LINESTRING(535.84 -5319.18,269.74 -5004.95)",415.00,1,"grind mob |cFFFFFF00|Hentry:1397:|h[Frostmane Seer]|h|r","Traveling 415y for grinding money to grind mob |cFFFFFF00|Hentry:1397:|h[Frostmane Seer]|h|r",grind
2024-08-05 14:40:37+00,Bergarda,4,4,18.95,"LINESTRING(783.29 -3792.26,997.59 -4886.55)",1220.00,1,"rpg npc |cFFFFFF00|Hentry:2461:|h[Bailey Stonemantle]|h|r","(Forced) Traveling 1220y for rpg to rpg npc |cFFFFFF00|Hentry:2461:|h[Bailey Stonemantle]|h|r",rpg
2024-08-05 14:40:37+00,Bonneb,4,1,5.09,"LINESTRING(17887.52 -5850.98,17887.52 -5850.98)",0,1,"no destination","No where to travel. Idling a bit.",none
2024-08-05 14:40:37+00,Nidria,4,11,29.32,"LINESTRING(1264.58 -4827.21,1263.45 -4834.77)",8.00,1,"questtaker |cFFFFFF00|Hentry:7944:|h[Tinkmaster Overspark]|h|r","Traveling 8y for |cFFFFFF00|Hquest:2922:26|h[Save Techbot's Brain!]|h|r to questtaker |cFFFFFF00|Hentry:7944:|h[Tinkmaster Overspark]|h|r",questgiver
2024-08-05 14:40:38+00,Urtsuaa,4,1,29.05,"LINESTRING(-12974.58 3086.30,901.53 -4948.01)",2939.00,1,"rpg npc |cFFFFFF00|Hentry:8671:|h[Auctioneer Buckler]|h|r","(Forced) Traveling 2939y for rpg to rpg npc |cFFFFFF00|Hentry:8671:|h[Auctioneer Buckler]|h|r",rpg
2024-08-05 14:40:38+00,Frithuricb,5,9,30.07,"LINESTRING(-621.44 1486.05,-644.75 1071.92)",415.00,1,"grind mob |cFFFFFF00|Hentry:1909:|h[Vile Fin Lakestalker]|h|r","Traveling 415y for grinding money to grind mob |cFFFFFF00|Hentry:1909:|h[Vile Fin Lakestalker]|h|r",grind
2024-08-05 14:40:38+00,Heweralda,1,2,30.28,"LINESTRING(3174.88 -9740.88,2144.23 -9248.41)",1142.00,1,"|cFFFFFF00|Hentry:142093:|h[Mailbox]|h|r","(Forced) Traveling 1142y for getting mail to |cFFFFFF00|Hentry:142093:|h[Mailbox]|h|r",mail
2024-08-05 14:40:38+00,Lallya,1,1,24.25,"LINESTRING(-13835.02 2577.62,-13886.48 2534.87)",67.00,1,"grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r","Traveling 67y for grinding money to grind mob |cFFFFFF00|Hentry:10158:|h[Moonkin]|h|r",grind
2024-08-05 14:40:38+00,Moggb,5,8,14.11,"LINESTRING(-9306.32 -3295.30,-9447.52 -3188.82)",177.00,1,"grind mob |cFFFFFF00|Hentry:3114:|h[Razormane Battleguard]|h|r","Traveling 177y for grinding money to grind mob |cFFFFFF00|Hentry:3114:|h[Razormane Battleguard]|h|r",grind
2024-08-05 14:40:38+00,Emerleea,3,2,22.41,"LINESTRING(-13742.08 2578.71,-13634.27 3059.34)",493.00,1,"grind mob |cFFFFFF00|Hentry:2212:|h[Deth'ryll Satyr]|h|r","Traveling 493y for grinding money to grind mob |cFFFFFF00|Hentry:2212:|h[Deth'ryll Satyr]|h|r",grind
2024-08-05 14:40:38+00,Lall,2,3,12.38,"LINESTRING(3483.49 -1008.15,843.55 2528.36)",4413.00,1,"grind mob |cFFFFFF00|Hentry:1537:|h[Scarlet Zealot]|h|r","Traveling 4413y for grinding money to grind mob |cFFFFFF00|Hentry:1537:|h[Scarlet Zealot]|h|r",grind
2024-08-05 14:40:38+00,Wubckec,3,3,29.24,"LINESTRING(628.66 -3750.43,-12961.99 3115.02)",1649.00,1,"grind mob |cFFFFFF00|Hentry:2180:|h[Stormscale Siren]|h|r","Traveling 1649y for grinding money to grind mob |cFFFFFF00|Hentry:2180:|h[Stormscale Siren]|h|r",grind
2024-08-05 14:40:38+00,Lizardia,1,8,30.78,"LINESTRING(-221.42 -9739.32,-45.82 -9455.99)",333.00,1,"|cFFFFFF00|Hentry:142075:|h[Mailbox]|h|r","Traveling 333y for getting mail to |cFFFFFF00|Hentry:142075:|h[Mailbox]|h|r",mail
2024-08-05 14:40:39+00,Dunwar,1,1,29.12,"LINESTRING(-645.70 -8874.58,13621.68 -3574.05)",3903.00,1,"boss mob |cFFFFFF00|Hentry:7079:|h[Viscous Fallout]|h|r","Traveling 3903y for good loot to boss mob |cFFFFFF00|Hentry:7079:|h[Viscous Fallout]|h|r",boss
2024-08-05 14:40:39+00,Joel,4,11,29.25,"LINESTRING(-12980.46 3114.50,-12961.99 3115.02)",19.00,1,"grind mob |cFFFFFF00|Hentry:2180:|h[Stormscale Siren]|h|r","Traveling 19y for grinding money to grind mob |cFFFFFF00|Hentry:2180:|h[Stormscale Siren]|h|r",grind
2024-08-05 14:40:40+00,Barbot,1,1,18.95,"LINESTRING(-431.44 -9273.91,-562.10 -9821.08)",564.00,1,"grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r","Traveling 564y for grinding money to grind mob |cFFFFFF00|Hentry:97:|h[Riverpaw Runt]|h|r",grind
2024-08-05 14:40:40+00,Annesa,5,5,30.19,"LINESTRING(-331.69 1006.07,-644.75 1071.92)",320.00,1,"grind mob |cFFFFFF00|Hentry:1909:|h[Vile Fin Lakestalker]|h|r","Traveling 320y for grinding money to grind mob |cFFFFFF00|Hentry:1909:|h[Vile Fin Lakestalker]|h|r",grind
2024-08-05 14:40:40+00,Martinb,4,4,26.53,"LINESTRING(901.42 -4900.42,-12981.74 3054.67)",2881.00,1,"grind mob |cFFFFFF00|Hentry:2179:|h[Stormscale Wave Rider]|h|r","Traveling 2881y for grinding money to grind mob |cFFFFFF00|Hentry:2179:|h[Stormscale Wave Rider]|h|r",grind
2024-08-05 14:40:40+00,Anneisb,6,11,30.10,"LINESTRING(-13338.29 -57.32,-13661.15 762.89)",881.00,1,"grind mob |cFFFFFF00|Hentry:2169:|h[Blackwood Totemic]|h|r","Traveling 881y for grinding money to grind mob |cFFFFFF00|Hentry:2169:|h[Blackwood Totemic]|h|r",grind
2024-08-05 14:40:40+00,Merops,1,2,26.07,"LINESTRING(-1450.61 -11221.60,-1158.04 -10644.50)",650.00,1,"|cFFFFFF00|Hentry:153716:|h[Mailbox]|h|r","(Forced) Traveling 650y for getting mail to |cFFFFFF00|Hentry:153716:|h[Mailbox]|h|r",mail
2024-08-05 14:40:40+00,Guillemet,2,3,16.20,"LINESTRING(-9775.20 -3882.20,-9941.42 -4594.11)",732.00,1,"rpg npc |cFFFFFF00|Hentry:8119:|h[Zikkel]|h|r","(Forced) Traveling 732y for rpg to rpg npc |cFFFFFF00|Hentry:8119:|h[Zikkel]|h|r",rpg
